ds,y
2023-04-04,62
2023-04-05,66
2023-04-06,66
2023-04-07,69
2023-04-08,68
2023-04-09,64
2023-04-10,63
2023-04-11,67
2023-04-12,65
2023-04-13,65
2023-04-14,64
2023-04-15,64
2023-04-16,61
2023-04-17,66
2023-04-18,69
2023-04-19,64
2023-04-20,69
2023-04-21,67
2023-04-22,67
2023-04-23,65
2023-04-24,61
2023-04-25,63
2023-04-26,69
2023-04-27,72
2023-04-28,62
2023-04-29,68
2023-04-30,69
2023-05-01,66
2023-05-02,70
2023-05-03,67
2023-05-04,70
2023-05-05,64
2023-05-06,60
2023-05-07,69
2023-05-08,64
2023-05-09,67
2023-05-10,66
2023-05-11,67
2023-05-12,69
2023-05-13,66
2023-05-14,68
2023-05-15,69
2023-05-16,70
2023-05-17,72
2023-05-18,76
2023-05-19,67
2023-05-20,69
2023-05-21,72
2023-05-22,72
2023-05-23,66
2023-05-24,71
2023-05-25,77
2023-05-26,73
2023-05-27,71
2023-05-28,68
2023-05-29,68
2023-05-30,72
2023-05-31,72
2023-06-01,73
2023-06-02,73
2023-06-03,69
2023-06-04,71
2023-06-05,79
2023-06-06,67
2023-06-07,75
2023-06-08,72
2023-06-09,75
2023-06-10,72
2023-06-11,73
2023-06-12,75
2023-06-13,73
2023-06-14,78
2023-06-15,68
2023-06-16,79
2023-06-17,73
2023-06-18,74
2023-06-19,68
2023-06-20,71
2023-06-21,75
2023-06-22,75
2023-06-23,75
2023-06-24,76
2023-06-25,66
2023-06-26,75
2023-06-27,74
2023-06-28,75
2023-06-29,71
2023-06-30,76
2023-07-01,66
2023-07-02,74
2023-07-03,68
2023-07-04,74
2023-07-05,75
2023-07-06,79
2023-07-07,74
2023-07-08,71
2023-07-09,70
2023-07-10,76
2023-07-11,75
2023-07-12,74
2023-07-13,74
2023-07-14,69
2023-07-15,73
2023-07-16,66
2023-07-17,73
2023-07-18,73
2023-07-19,81
2023-07-20,71
2023-07-21,73
2023-07-22,76
2023-07-23,73
2023-07-24,68
2023-07-25,72
2023-07-26,73
2023-07-27,74
2023-07-28,69
2023-07-29,69
2023-07-30,63
2023-07-31,69
2023-08-01,71
2023-08-02,70
2023-08-03,66
2023-08-04,73
2023-08-05,69
2023-08-06,64
2023-08-07,66
2023-08-08,63
2023-08-09,66
2023-08-10,67
2023-08-11,71
2023-08-12,63
2023-08-13,66
2023-08-14,62
2023-08-15,66
2023-08-16,66
2023-08-17,69
2023-08-18,63
2023-08-19,58
2023-08-20,57
2023-08-21,60
2023-08-22,59
2023-08-23,65
2023-08-24,62
2023-08-25,69
2023-08-26,55
2023-08-27,59
2023-08-28,55
2023-08-29,58
2023-08-30,61
2023-08-31,53
2023-09-01,60
2023-09-02,62
2023-09-03,54
2023-09-04,56
2023-09-05,59
2023-09-06,57
2023-09-07,55
2023-09-08,49
2023-09-09,55
2023-09-10,52
2023-09-11,49
2023-09-12,53
2023-09-13,52
2023-09-14,52
2023-09-15,54
2023-09-16,46
2023-09-17,52
2023-09-18,44
2023-09-19,48
2023-09-20,57
2023-09-21,54
2023-09-22,50
2023-09-23,44
2023-09-24,44
2023-09-25,46
2023-09-26,47
2023-09-27,48
2023-09-28,48
2023-09-29,46
2023-09-30,40
2023-10-01,41
2023-10-02,45
2023-10-03,40
2023-10-04,45
2023-10-05,43
2023-10-06,44
2023-10-07,40
2023-10-08,45
2023-10-09,42
2023-10-10,38
2023-10-11,45
2023-10-12,40
2023-10-13,40
2023-10-14,40
2023-10-15,37
2023-10-16,41
2023-10-17,37
2023-10-18,39
2023-10-19,39
2023-10-20,38
2023-10-21,41
2023-10-22,38
2023-10-23,42
2023-10-24,45
2023-10-25,36
2023-10-26,40
2023-10-27,35
2023-10-28,34
2023-10-29,33
2023-10-30,32
2023-10-31,34
2023-11-01,38
2023-11-02,35
2023-11-03,40
2023-11-04,33
2023-11-05,43
2023-11-06,34
2023-11-07,37
2023-11-08,34
2023-11-09,44
2023-11-10,41
2023-11-11,37
2023-11-12,31
2023-11-13,36
2023-11-14,34
2023-11-15,43
2023-11-16,42
2023-11-17,39
2023-11-18,29
2023-11-19,33
2023-11-20,38
2023-11-21,42
2023-11-22,43
2023-11-23,35
2023-11-24,40
2023-11-25,41
2023-11-26,32
2023-11-27,38
2023-11-28,40
2023-11-29,40
2023-11-30,36
2023-12-01,40
2023-12-02,39
2023-12-03,38
2023-12-04,38
2023-12-05,40
2023-12-06,43
2023-12-07,45
2023-12-08,42
2023-12-09,40
2023-12-10,41
2023-12-11,36
2023-12-12,45
2023-12-13,45
2023-12-14,46
2023-12-15,48
2023-12-16,38
2023-12-17,37
2023-12-18,45
2023-12-19,46
2023-12-20,49
2023-12-21,47
2023-12-22,50
2023-12-23,50
2023-12-24,48
2023-12-25,46
2023-12-26,43
2023-12-27,53
2023-12-28,55
2023-12-29,53
2023-12-30,47
2023-12-31,51
2024-01-01,52
2024-01-02,56
2024-01-03,51
2024-01-04,54
2024-01-05,56
2024-01-06,53
2024-01-07,49
2024-01-08,54
2024-01-09,56
2024-01-10,57
2024-01-11,58
2024-01-12,56
2024-01-13,60
2024-01-14,52
2024-01-15,54
2024-01-16,58
2024-01-17,62
2024-01-18,56
2024-01-19,56
2024-01-20,52
2024-01-21,58
2024-01-22,55
2024-01-23,59
2024-01-24,64
2024-01-25,61
2024-01-26,63
2024-01-27,60
2024-01-28,62
2024-01-29,62
2024-01-30,61
2024-01-31,64
2024-02-01,68
2024-02-02,66
2024-02-03,59
2024-02-04,64
2024-02-05,60
2024-02-06,69
2024-02-07,70
2024-02-08,68
2024-02-09,67
2024-02-10,64
2024-02-11,66
2024-02-12,64
2024-02-13,67
2024-02-14,71
2024-02-15,67
2024-02-16,66
2024-02-17,63
2024-02-18,63
2024-02-19,61
2024-02-20,71
2024-02-21,76
2024-02-22,75
2024-02-23,65
2024-02-24,70
2024-02-25,72
2024-02-26,67
2024-02-27,70
2024-02-28,65
2024-02-29,73
2024-03-01,68
2024-03-02,70
2024-03-03,64
2024-03-04,71
2024-03-05,74
2024-03-06,70
2024-03-07,69
2024-03-08,65
2024-03-09,69
2024-03-10,68
2024-03-11,65
2024-03-12,73
2024-03-13,72
2024-03-14,70
2024-03-15,71
2024-03-16,74
2024-03-17,72
2024-03-18,70
2024-03-19,74
2024-03-20,70
2024-03-21,74
2024-03-22,74
2024-03-23,70
2024-03-24,72
2024-03-25,69
2024-03-26,74
2024-03-27,76
2024-03-28,66
2024-03-29,77
2024-03-30,63
2024-03-31,69
2024-04-01,74
2024-04-02,72
2024-04-03,70
2024-04-04,72
2024-04-05,77
2024-04-06,67
2024-04-07,75
2024-04-08,72
2024-04-09,70
2024-04-10,73
2024-04-11,72
2024-04-12,77
2024-04-13,75
2024-04-14,67
2024-04-15,71
2024-04-16,71
2024-04-17,79
2024-04-18,72
2024-04-19,80
2024-04-20,73
2024-04-21,69
2024-04-22,71
2024-04-23,72
2024-04-24,72
2024-04-25,77
2024-04-26,72
2024-04-27,67
2024-04-28,72
2024-04-29,68
2024-04-30,73
2024-05-01,74
2024-05-02,75
2024-05-03,82
2024-05-04,75
2024-05-05,74
2024-05-06,69
2024-05-07,74
2024-05-08,78
2024-05-09,75
2024-05-10,80
2024-05-11,72
2024-05-12,74
2024-05-13,73
2024-05-14,77
2024-05-15,76
2024-05-16,78
2024-05-17,77
2024-05-18,74
2024-05-19,77
2024-05-20,76
2024-05-21,77
2024-05-22,78
2024-05-23,82
2024-05-24,78
2024-05-25,76
2024-05-26,76
2024-05-27,82
2024-05-28,74
2024-05-29,82
2024-05-30,75
2024-05-31,80
2024-06-01,83
2024-06-02,78
2024-06-03,78
2024-06-04,78
2024-06-05,81
2024-06-06,81
2024-06-07,78
2024-06-08,78
2024-06-09,78
2024-06-10,76
2024-06-11,78
2024-06-12,78
2024-06-13,83
2024-06-14,83
2024-06-15,80
2024-06-16,81
2024-06-17,79
2024-06-18,82
2024-06-19,83
2024-06-20,82
2024-06-21,80
2024-06-22,87
2024-06-23,78
2024-06-24,77
2024-06-25,82
2024-06-26,83
2024-06-27,79
2024-06-28,85
2024-06-29,80
2024-06-30,76
2024-07-01,83
2024-07-02,83
2024-07-03,79
2024-07-04,88
2024-07-05,84
2024-07-06,80
2024-07-07,84
2024-07-08,80
2024-07-09,81
2024-07-10,80
2024-07-11,84
2024-07-12,83
2024-07-13,80
2024-07-14,76
2024-07-15,79
2024-07-16,80
2024-07-17,77
2024-07-18,77
2024-07-19,82
2024-07-20,71
2024-07-21,78
2024-07-22,76
2024-07-23,83
2024-07-24,79
2024-07-25,82
2024-07-26,78
2024-07-27,77
2024-07-28,78
2024-07-29,75
2024-07-30,80
2024-07-31,76
2024-08-01,80
2024-08-02,80
2024-08-03,77
2024-08-04,80
2024-08-05,72
2024-08-06,71
2024-08-07,74
2024-08-08,79
2024-08-09,77
2024-08-10,73
2024-08-11,68
2024-08-12,74
2024-08-13,69
2024-08-14,78
2024-08-15,83
2024-08-16,74
2024-08-17,72
2024-08-18,68
2024-08-19,64
2024-08-20,68
2024-08-21,68
2024-08-22,67
2024-08-23,75
2024-08-24,69
2024-08-25,67
2024-08-26,65
2024-08-27,67
2024-08-28,71
2024-08-29,68
2024-08-30,68
2024-08-31,64
2024-09-01,62
2024-09-02,59
2024-09-03,58
2024-09-04,64
2024-09-05,65
2024-09-06,60
2024-09-07,61
2024-09-08,60
2024-09-09,53
2024-09-10,58
2024-09-11,63
2024-09-12,63
2024-09-13,57
2024-09-14,59
2024-09-15,60
2024-09-16,59
2024-09-17,57
2024-09-18,57
2024-09-19,57
2024-09-20,59
2024-09-21,56
2024-09-22,55
2024-09-23,54
2024-09-24,57
2024-09-25,56
2024-09-26,58
2024-09-27,57
2024-09-28,50
2024-09-29,45
2024-09-30,55
2024-10-01,52
2024-10-02,48
2024-10-03,51
2024-10-04,54
2024-10-05,48
2024-10-06,46
2024-10-07,52
2024-10-08,46
2024-10-09,48
2024-10-10,51
2024-10-11,50
2024-10-12,49
2024-10-13,48
2024-10-14,46
2024-10-15,49
2024-10-16,48
2024-10-17,49
2024-10-18,48
2024-10-19,46
2024-10-20,46
2024-10-21,46
2024-10-22,46
2024-10-23,44
2024-10-24,47
2024-10-25,46
2024-10-26,45
2024-10-27,49
2024-10-28,41
2024-10-29,46
2024-10-30,49
2024-10-31,47
2024-11-01,52
2024-11-02,42
2024-11-03,43
2024-11-04,40
2024-11-05,43
2024-11-06,46
2024-11-07,49
2024-11-08,46
2024-11-09,47
2024-11-10,42
2024-11-11,42
2024-11-12,52
2024-11-13,47
2024-11-14,44
2024-11-15,43
2024-11-16,41
2024-11-17,46
2024-11-18,42
2024-11-19,45
2024-11-20,47
2024-11-21,50
2024-11-22,44
2024-11-23,42
2024-11-24,45
2024-11-25,46
2024-11-26,47
2024-11-27,46
2024-11-28,51
2024-11-29,46
2024-11-30,45
2024-12-01,43
2024-12-02,50
2024-12-03,50
2024-12-04,52
2024-12-05,54
2024-12-06,58
2024-12-07,43
2024-12-08,46
2024-12-09,47
2024-12-10,48
2024-12-11,49
2024-12-12,52
2024-12-13,49
2024-12-14,52
2024-12-15,50
2024-12-16,52
2024-12-17,54
2024-12-18,57
2024-12-19,55
2024-12-20,61
2024-12-21,54
2024-12-22,47
2024-12-23,51
2024-12-24,50
2024-12-25,58
2024-12-26,58
2024-12-27,56
2024-12-28,63
2024-12-29,57
2024-12-30,59
2024-12-31,56
2025-01-01,58
2025-01-02,61
2025-01-03,61
2025-01-04,54
2025-01-05,58
2025-01-06,60
2025-01-07,61
2025-01-08,61
2025-01-09,63
2025-01-10,63
2025-01-11,63
2025-01-12,63
2025-01-13,66
2025-01-14,63
2025-01-15,65
2025-01-16,68
2025-01-17,68
2025-01-18,64
2025-01-19,67
2025-01-20,68
2025-01-21,71
2025-01-22,74
2025-01-23,67
2025-01-24,69
2025-01-25,68
2025-01-26,67
2025-01-27,66
2025-01-28,65
2025-01-29,72
2025-01-30,70
2025-01-31,72
2025-02-01,68
2025-02-02,66
2025-02-03,71
2025-02-04,72
2025-02-05,75
2025-02-06,81
2025-02-07,74
2025-02-08,74
2025-02-09,68
2025-02-10,68
2025-02-11,78
2025-02-12,73
2025-02-13,73
2025-02-14,75
2025-02-15,74
2025-02-16,70
2025-02-17,73
2025-02-18,79
2025-02-19,75
2025-02-20,74
2025-02-21,80
2025-02-22,77
2025-02-23,73
2025-02-24,70
2025-02-25,74
2025-02-26,78
2025-02-27,83
2025-02-28,75
2025-03-01,76
2025-03-02,78
2025-03-03,69
2025-03-04,81
2025-03-05,76
2025-03-06,81
2025-03-07,80
2025-03-08,81
2025-03-09,78
2025-03-10,70
2025-03-11,76
2025-03-12,81
2025-03-13,80
2025-03-14,81
2025-03-15,81
2025-03-16,79
2025-03-17,77
2025-03-18,74
2025-03-19,80
2025-03-20,83
2025-03-21,77
2025-03-22,81
2025-03-23,80
2025-03-24,79
2025-03-25,71
2025-03-26,78
2025-03-27,88
2025-03-28,79
2025-03-29,73
2025-03-30,82
2025-03-31,79
2025-04-01,84
2025-04-02,83
2025-04-03,84
2025-04-04,82
2025-04-05,82
2025-04-06,85
2025-04-07,82
2025-04-08,76
2025-04-09,84
2025-04-10,86
2025-04-11,85
2025-04-12,79
2025-04-13,83
2025-04-14,82
2025-04-15,89
2025-04-16,81
2025-04-17,82
2025-04-18,81
2025-04-19,79
2025-04-20,77
2025-04-21,72
2025-04-22,80
2025-04-23,84
2025-04-24,82
2025-04-25,89
2025-04-26,81
2025-04-27,84
2025-04-28,81
2025-04-29,85
2025-04-30,85
2025-05-01,89
2025-05-02,84
2025-05-03,83
2025-05-04,82
2025-05-05,80
2025-05-06,84
2025-05-07,91
2025-05-08,84
2025-05-09,85
2025-05-10,86
2025-05-11,85
2025-05-12,82
2025-05-13,77
2025-05-14,87
2025-05-15,79
2025-05-16,89
2025-05-17,84
2025-05-18,85
2025-05-19,80
2025-05-20,80
2025-05-21,87
2025-05-22,87
2025-05-23,84
2025-05-24,85
2025-05-25,92
2025-05-26,86
2025-05-27,89
2025-05-28,90
2025-05-29,92
2025-05-30,86
2025-05-31,79
2025-06-01,84
2025-06-02,87
2025-06-03,83
2025-06-04,88
2025-06-05,86
2025-06-06,92
2025-06-07,88
2025-06-08,87
2025-06-09,87
2025-06-10,87
2025-06-11,89
2025-06-12,86
2025-06-13,82
2025-06-14,87
2025-06-15,87
2025-06-16,90
2025-06-17,92
2025-06-18,94
2025-06-19,87
2025-06-20,88
2025-06-21,89
2025-06-22,94
2025-06-23,91
2025-06-24,92
2025-06-25,89
2025-06-26,88
2025-06-27,91
2025-06-28,84
2025-06-29,86
2025-06-30,86
2025-07-01,93
2025-07-02,89
2025-07-03,83
2025-07-04,91
2025-07-05,85
2025-07-06,86
2025-07-07,86
2025-07-08,87
2025-07-09,92
2025-07-10,85
2025-07-11,87
2025-07-12,89
2025-07-13,84
2025-07-14,81
2025-07-15,89
2025-07-16,92
2025-07-17,89
2025-07-18,82
2025-07-19,88
2025-07-20,80
2025-07-21,86
2025-07-22,84
2025-07-23,84
2025-07-24,87
2025-07-25,86
2025-07-26,83
2025-07-27,85
2025-07-28,82
2025-07-29,88
2025-07-30,87
2025-07-31,84
2025-08-01,82
2025-08-02,78
2025-08-03,83
2025-08-04,81
2025-08-05,76
2025-08-06,83
2025-08-07,82
2025-08-08,88
2025-08-09,76
2025-08-10,75
2025-08-11,83
2025-08-12,85
2025-08-13,80
2025-08-14,80
2025-08-15,82
2025-08-16,71
2025-08-17,71
2025-08-18,76
2025-08-19,83
2025-08-20,78
2025-08-21,79
2025-08-22,81
2025-08-23,82
2025-08-24,72
2025-08-25,74
2025-08-26,81
2025-08-27,72
2025-08-28,79
2025-08-29,72
2025-08-30,73
2025-08-31,70
2025-09-01,68
2025-09-02,69
2025-09-03,74
2025-09-04,76
2025-09-05,71
2025-09-06,69
2025-09-07,69
2025-09-08,65
2025-09-09,71
2025-09-10,72
2025-09-11,78
2025-09-12,67
2025-09-13,65
2025-09-14,67
2025-09-15,67
2025-09-16,64
2025-09-17,65
2025-09-18,68
2025-09-19,62
2025-09-20,62
2025-09-21,62
2025-09-22,64
2025-09-23,61
2025-09-24,58
2025-09-25,58
2025-09-26,58
2025-09-27,56
2025-09-28,58
2025-09-29,55
2025-09-30,57
2025-10-01,58
2025-10-02,59
2025-10-03,63
2025-10-04,59
2025-10-05,56
2025-10-06,54
2025-10-07,56
2025-10-08,59
2025-10-09,60
2025-10-10,54
2025-10-11,55
2025-10-12,47
2025-10-13,54
2025-10-14,57
2025-10-15,55
2025-10-16,62
2025-10-17,52
2025-10-18,53
2025-10-19,51
2025-10-20,51
2025-10-21,53
2025-10-22,55
2025-10-23,57
2025-10-24,58
2025-10-25,51
2025-10-26,53
2025-10-27,48
2025-10-28,54
2025-10-29,51
2025-10-30,57
2025-10-31,59
2025-11-01,50
2025-11-02,43
2025-11-03,48
2025-11-04,55
2025-11-05,55
2025-11-06,54
2025-11-07,55
2025-11-08,52
2025-11-09,53
2025-11-10,53
2025-11-11,56
2025-11-12,54
2025-11-13,56
2025-11-14,52
2025-11-15,49
2025-11-16,55
2025-11-17,51
2025-11-18,55
2025-11-19,54
2025-11-20,53
2025-11-21,54
2025-11-22,56
2025-11-23,53
2025-11-24,47
2025-11-25,53
2025-11-26,61
2025-11-27,55
2025-11-28,50
2025-11-29,59
2025-11-30,55
2025-12-01,53
2025-12-02,54
2025-12-03,60
2025-12-04,56
2025-12-05,60
2025-12-06,57
2025-12-07,55
2025-12-08,56
2025-12-09,57
2025-12-10,62
2025-12-11,57
2025-12-12,54
2025-12-13,60
2025-12-14,59
2025-12-15,59
2025-12-16,61
2025-12-17,61
2025-12-18,65
2025-12-19,62
2025-12-20,59
2025-12-21,59
2025-12-22,67
2025-12-23,57
2025-12-24,66
2025-12-25,60
2025-12-26,64
2025-12-27,62
2025-12-28,56
2025-12-29,65
2025-12-30,64
2025-12-31,61
